token1	token2	token3	weight
болып	өсе	берсін	2
болып	өссін	!	1
болып	кетіпсің	ғой	1
сәлем	жақсы	шүкір	6
сәлем	жақсы	өзің	5
сәлем	жақсы	өзіңіз	15
сәлем	қалай	жағдай	2
сәлем	қалайсың	?	7
сәлем	қалайсың	мен	46
сәлем	қалайсың	жақсы	39
сәлем	қалайсың	рахмет	51
сәлем	қалайсың	жаным	13
сәлем	қалайсың	шүкір	52
сәлем	қалайсың	құтты	44
сәлем	қалайсың	қайырлы	28
сәлем	қалайсың	рақмет	44
сәлем	қалайсың	дар	8
сәлем	қалайсың	досым	50
сәлем	қалайсың	денсаулық	44
сәлем	қалайсың	амансыңба	15
сәлем	қалайсың	сұлу	39
сәлем	қалайсың	танысуға	40
сәлем	жаным	қалайсың	5
сәлем	шүкір	жақсы	2
сәлем	шүкір	өзің	13
сәлем	сәлем	сәлем	4
сәлем	құтты	болсын	1
сәлем	қайырлы	кеш	11
сәлем	қайырлы	күн	8
сәлем	қайырлы	таң	4
сәлем	айт	!	7
сәлем	айт	бәріне	6
сәлем	айтып	жатыр	2
сәлем	қалайсыз	?	5
сәлем	кеш	жарық	1
сәлем	аллаға	шүкір	1
сәлем	қалайсыңдар	?	6
сәлем	қалайсыңдар	қыздар	10
сәлем	қалайсыңдар	амансыңдарма	7
сәлем	қыздар	!	9
сәлем	қыздар	қалайсыңдар	3
сәлем	қалың	қалай	1
сәлем	қалыңыз	қалай	1
сәлем	бердік	жақсы	31
сәлем	бердік	!	12
сәлем	бердік	шүкір	29
сәлем	бердік	қалайсыз	6
сәлем	бердік	апа	19
сәлем	бердік	қалайсыздар	8
сәлем	қалдарың	қалай	1
сәлем	достар	!	8
сәлем	достар	қалайсыңдар	8
сәлем	сұлу	қыз	2
сәлем	баршаңызға	!	3
сәлем	бәріңе	!	2
жатыр	деп	еді	12
жатыр	деп	ойлап	12
жатыр	ғой	деймін	9
жатыр	екен	?	13
жатыр	екен	деп	9
жатыр	екен	ғой	6
жатыр	еді	ғой	3
жатыр	еді	соған	13
жатыр	едім	ғой	6
жатыр	дейді	ғой	1
жатыр	қайта	қайта	1
жатыр	едің	ғой	1
аа	жақсы	жақсы	15
аа	жақсы	рахмет	18
аа	жақсы	екен	12
аа	жақсы	рақмет	15
аа	жақсы	болған	6
аа	жақсы	болыпты	20
аа	аа	аа	1
аа	болды	болды	5
аа	ем	болсын	1
аа	құтты	болсын	1
аа	дұрыс	екен	9
аа	дұрыс	дұрыс	4
аа	дұрыс	болған	14
аа	ас	болсын	1
аа	жарайды	жаным	9
аа	жарайды	рақмет	8
аа	аман	есен	2
аа	давай	давай	1
аа	все	все	1
аа	всё	всё	1
аа	жол	болсын	1
аа	қабыл	болсын	1
аа	жазылып	кет	3
аа	жолың	болсын	1
болды	керек	емес	1
болды	ғой	жаным	11
болды	ғой	енді	13
болды	болды	болды	9
болды	екен	?	5
болды	екен	деп	6
екен	деп	жатыр	17
екен	деп	отырмын	16
екен	деп	ойлап	11
екен	деп	тілеп	18
екен	ғой	деп	10
екен	құтты	болсын	1
екен	аман	есен	2
екен	бұл	?	2
осы	екен	ғой	2
осы	жерден	қоя	7
осы	күнге	дейін	3
осы	айдан	бастап	2
осы	балаға	жаз	1
осы	айдың	аяғы	11
осы	айдың	соңына	12
осы	айдың	аяғына	9
осы	айдың	аяғында	11
осы	уақытқа	дейін	2
осы	уақытқа	диін	16
осы	видеоны	жіберші	5
осы	кезге	дейін	2
менде	жақсы	көрем	2
менде	де	жоқ	13
менде	де	бар	12
менде	де	солай	12
менде	де	сондай	13
менде	сен	сияқты	5
менде	жоқ	екен	8
менде	жаным	қатты	5
менде	сені	жақсы	6
менде	сені	қатты	8
менде	сені	сағындым	14
менде	сені	сүйемін	11
менде	ақша	жоқ	4
менде	ақша	болмай	11
менде	бәрі	жақсы	2
менде	солай	ойлап	7
менде	барам	деп	3
менде	болмай	тұр	2
менде	уақыт	жоқ	3
менде	каспи	жоқ	3
менде	сізді	жақсы	6
менде	сізді	қатты	8
менде	сағындым	жаным	5
менде	нең	бар	1
ер	азамат	болып	5
ерте	бару	керек	1
ерте	тұру	керек	1
ерте	тұрыпсың	ғой	1
ертең	бір	күн	7
ертең	ерте	тұру	4
ертең	емес	арғы	3
ертең	или	арғы	4
ертең	алла	қаласа	2
ертең	жұмыс	бар	14
ертең	жұмыс	қой	9
ертең	кешке	дейін	8
ертең	салып	жіберемін	4
ертең	барам	бұйырса	8
ертең	таң	ертең	3
ертең	азанда	ерте	10
ертең	соңғы	күн	2
ертең	түске	дейін	2
ертең	арғы	күні	2
ертең	сабаққа	барасың	3
мені	жақсы	көріп	17
мені	жақсы	көресің	6
мені	жақсы	көретін	17
мені	жақсы	көреді	15
мені	жақсы	көрсең	16
мені	кім	деп	5
мені	сені	жақсы	2
мені	қатты	жақсы	2
мені	ұмытып	кеткен	8
менің	жақсы	көретін	5
менің	жаным	менің	5
менің	саған	деген	4
менің	туған	күнім	5
менің	туған	күніме	9
менің	туған	күнімде	13
менің	басқа	қыздардан	1
менің	қызым	бар	11
менің	қызым	боласың	10
менің	жүрегім	менің	3
менің	жүрегім	сені	17
менің	жүрегім	ауырып	16
менің	туылған	күнім	5
менің	ең	жақын	7
менің	ішім	пысып	5
менің	қолым	бос	6
менің	қолым	тимей	8
менің	алтыным	менің	2
менің	атым	хан	11
менің	ұйқым	келіп	6
менің	жігітім	бар	4
деген	қалай	кетті	3
деген	бар	екен	8
деген	жаным	!	1
деген	осы	екен	5
деген	кім	?	3
деген	ой	бар	10
деген	еді	ғой	5
деген	бала	бар	5
деген	қыз	бар	4
деген	едім	ғой	6
деген	жер	бар	2
деген	сөз	бар	10
деген	сөз	емес	11
деген	жоқпын	ғой	3
деген	едің	ғой	2
деген	рас	екен	2
ем	болсын	!	4
ем	болсын	жаным	11
ем	болсын	алла	16
емес	деп	жатыр	9
емес	деп	ойлаймын	10
емес	екен	ғой	5
емес	кім	мен	1
емес	сияқты	ғой	3
емес	арғы	күні	1
емес	жаттанды	сұрақтар	1
істеп	жатыр	?	7
істеп	жатыр	екен	7
істеп	жатсың	?	5
істеп	жатсың	жан	39
істеп	жатсың	жаным	12
істеп	жатсың	енді	35
істеп	жатсың	өзің	51
істеп	жатсың	дар	8
істеп	жатсың	ботам	45
істеп	жатқан	жоқпын	6
істеп	жүрсің	?	4
істеп	жатсыз	?	5
істеп	жатсыз	жаным	13
істеп	жатсыз	дар	7
істеп	жатырсың	?	4
істеп	жатырсың	жаным	15
істеп	жатырсың	дар	6
істеп	жатсын	?	2
істеп	отырсың	?	3
істеп	жатсыңдар	?	1
істеп	жатырсыз	?	2
істеп	жатырсыңдар	?	1
істеп	жатсындар	?	1
істеп	жатсыздар	?	1
істеп	жатырсыздар	?	1
кім	мен	енді	7
кім	мен	сөйлесіп	6
кім	деп	ойлайсың	9
кім	бар	?	8
кім	бар	екен	15
кім	бар	кім	17
кім	бар	еді	21
кім	бар	үйде	8
кім	бар	қасыңда	11
кім	ол	?	4
кім	екен	?	5
кім	екен	деп	14
кім	екен	ол	13
кім	екен	бұл	8
кім	кім	?	15
кім	кім	бар	9
кім	кім	кім	15
кім	кім	барады	13
кім	болады	?	2
кім	айтып	жатыр	5
кім	айтып	жүр	7
кім	еді	?	4
кім	жазып	жатыр	3
кім	бұл	?	2
кім	айтты	?	6
кім	айтты	саған	9
кім	қазақ	кім	2
кім	сатып	жатыр	1
кім	барады	?	4
кім	біледі	?	3
сені	жақсы	көрем	2
сені	жақсы	көріп	39
сені	жақсы	көреміз	40
сені	жақсы	көремін	17
сені	жақсы	көретін	59
сені	жақсы	көреді	46
сені	де	жаңа	4
сені	жаным	менің	4
сені	алла	разылығы	1
сені	қатты	мен	19
сені	қатты	жақсы	5
сені	қатты	қатты	8
сені	қатты	сағындым	12
сені	қатты	сағынып	25
сені	қатты	сүйемін	22
сені	сұрап	жатыр	2
сені	ғана	жақсы	4
сені	күтіп	отыр	12
сені	күтіп	отырмын	5
сені	ойлап	жатырмын	7
сені	ойлап	отырмын	7
сені	өте	қатты	3
сені	сағындым	жаным	10
сені	сағындым	менде	3
сені	іздеп	жатыр	4
сені	сағынып	кеттім	4
сені	сүйемін	жаным	3
сені	береке	жақсы	1
сені	көргім	келіп	4
сені	көргім	кеп	9
сені	өмірімнің	соңына	1
как	там	?	2
как	тебе	?	6
как	тебе	зовут	4
как	вас	зовут	2
как	дел	?	1
как	дела	?	1
как	дела	как	22
как	дела	красавица	26
как	вам	?	2
как	жизнь	?	1
как	дети	?	1
как	зовут	?	1
как	ваши	дела	1
как	думаешь	?	1
как	здоровье	?	1
как	делишки	?	1
мама	мен	сені	14
мама	мен	папа	8
мама	мен	сізді	12
мама	қалай	?	4
мама	мама	мама	1
мама	айтып	жатыр	3
мама	қалайсыз	?	4
мама	туған	күніңізбен	4
мама	сұрап	жатыр	1
мама	ұйықтап	жатыр	2
құт	берекесімен	келсін	1
құтты	болсы	!	1
құтты	болсын	?	79
құтты	болсын	жақсы	64
құтты	болсын	деп	61
құтты	болсын	!	4
құтты	болсын	бар	69
құтты	болсын	жаным	16
құтты	болсын	енді	76
құтты	болсын	алла	58
құтты	болсын	айтып	67
құтты	болсын	аман	55
құтты	болсын	күшті	74
құтты	болсын	туған	26
құтты	болсын	екі	70
құтты	болсын	апай	66
құтты	болсын	жаңа	50
құтты	болсын	бақытты	20
құтты	болсын	брат	69
құтты	болсын	аға	77
құтты	болсын	молодец	68
құтты	болсын	досым	59
құтты	болсын	үлкен	47
құтты	болсын	өмір	16
құтты	болсын	туылған	42
құтты	болсын	бауы	29
құтты	болсын	бауырым	47
құтты	болсын	братан	70
құтты	болсын	балам	78
құтты	болсын	зор	77
құтты	болсын	денсаулық	70
құтты	болсын	әпше	75
құтты	болсын	жасы	68
құтты	болсын	женше	78
құтты	болсын	оң	78
құтты	болсын	диплом	60
құтты	болсын	дені	45
құтты	болсын	жемісін	30
құтты	болсын	денің	47
құтты	болсын	жастар	56
құтты	болсын	денсаулығың	75
құтты	болсын	өмірдегі	69
құтты	болсын	жастан	75
құтты	болсын	биіктерден	61
құтты	болсын	деніңіз	71
құтты	болсын	мұсылман	70
құтты	болсын	жасына	75
құтты	болсын	дипломы	78
құтты	болсын	игілігіңе	61
құтты	болсын	жасыңа	77
құтты	болсын	барыс	69
құтты	жас	болсын	1
құтты	жыл	болсын	1
құтты	жасы	болсын	1
құтты	жасың	болсын	1
құтты	берекелі	жыл	3
құтты	болсың	!	4
құтты	болсың	өмір	8
қайырлы	болсын	!	3
қайырлы	кеш	!	4
қайырлы	кеш	қалайсың	14
қайырлы	кеш	болсын	20
қайырлы	кеш	баршаңызға	14
қайырлы	күн	!	4
қайырлы	күн	қалайсың	17
қайырлы	күн	болсын	27
қайырлы	күн	жаным	23
қайырлы	күн	қалайсыз	39
қайырлы	күн	қыздар	31
қайырлы	күн	баршаңызға	10
қайырлы	күн	әріптестер	41
қайырлы	түн	мен	32
қайырлы	түн	жақсы	14
қайырлы	түн	деп	35
қайырлы	түн	!	9
қайырлы	түн	болсын	40
қайырлы	түн	жан	35
қайырлы	түн	жаным	6
қайырлы	түн	алла	36
қайырлы	түн	түн	23
қайырлы	түн	жүрегім	46
қайырлы	түн	ботам	27
қайырлы	түн	баршаңызға	39
қайырлы	түн	тыныштығын	40
қайырлы	таң	жақсы	41
қайырлы	таң	!	6
қайырлы	таң	қалайсың	18
қайырлы	таң	болсын	49
қайырлы	таң	жан	43
қайырлы	таң	жаным	8
қайырлы	таң	сәлем	50
қайырлы	таң	қалайсыз	44
қайырлы	таң	қалайсыңдар	51
қайырлы	таң	қыздар	30
қайырлы	таң	жүрегім	50
қайырлы	таң	ботам	38
қайырлы	таң	анашым	57
қайырлы	таң	достар	45
қайырлы	таң	баршаңызға	14
қайырлы	таң	жандарым	54
қайырлы	таң	құрдастар	54
қайырлы	қаза	болсын	1
адам	жоқ	деп	11
адам	жоқ	қой	11
адам	бар	деп	13
адам	бар	екен	9
адам	бар	еді	11
адам	керек	деп	13
адам	керек	болып	12
адам	керек	емес	8
адам	керек	болса	15
адам	керек	еді	14
адам	емес	екенсің	7
адам	барма	?	4
адам	болған	соң	2
адам	болмай	тұр	3
адам	қосып	берші	8
адам	қосып	беріңіздер	6
адам	қосамыз	адам	1
адам	қарасы	көп	1
или	қалай	?	1
или	керек	емес	3
или	ол	рф	3
или	как	?	2
или	арғы	күні	1
ой	рахмет	жаным	5
ой	керек	емес	1
ой	ой	ой	1
саған	бар	жақсылықты	2
саған	керек	емес	7
саған	бір	өтініш	11
саған	бір	нәрсе	6
саған	бір	сұрақ	14
саған	енді	көп	1
саған	да	рахмет	11
саған	да	қайырлы	8
саған	да	жаңа	12
саған	да	жұғысты	15
саған	деген	сезімім	7
саған	айтып	жатырмын	6
саған	көп	көп	4
саған	бәрі	бір	3
саған	бауыр	басып	1
саған	айттым	ғой	3
саған	зор	денсаулық	1
саған	бірдеңе	айтайын	6
саған	ғашық	болған	5
саған	ұқсайды	екен	2
саған	өмірдегі	барлық	4
бүгін	менің	туған	4
бүгін	емес	ертең	4
бүгін	или	ертең	2
бүгін	кеш	болып	4
бүгін	кешке	дейін	7
бүгін	туған	күні	6
бүгін	бара	алмаймын	5
бүгін	күні	бойы	1
бүгін	соңғы	күн	2
бүгін	қадір	түні	1
болса	жақсы	болар	3
болса	керек	емес	2
болса	болды	ғой	6
болса	екен	деп	2
болса	дұрыс	болар	2
болса	сіз	үшін	1
болса	көмек	беріңізші	1
болса	тіпті	жақсы	1
болса	берер	едім	2
жатсың	жаным	?	5
жатсың	жаным	менің	5
жатсың	дар	?	2
жатсың	дар	қыздар	14
дұрыс	емес	деп	9
дұрыс	емес	екен	14
дұрыс	емес	қой	11
дұрыс	дұрыс	дұрыс	4
дұрыс	болған	екен	1
дұрыс	болмай	тұр	6
дұрыс	болар	еді	1
дұрыс	болыпты	ғой	1
дұрыс	істемей	тұр	3
алла	деп	шүкір	9
алла	деп	өзің	8
алла	деп	жүріп	9
алла	шүкір	жақсы	3
алла	өзі	жар	6
алла	жар	болсын	1
алла	күш	қуат	1
алла	екі	дүниенің	2
алла	түн	тыныштығын	1
алла	көріп	тұр	1
алла	қаласа	жақсы	25
алла	қаласа	!	15
алла	қаласа	бір	30
алла	қаласа	осы	28
алла	қаласа	ертең	13
алла	қаласа	бүгін	23
алла	қаласа	аман	26
алла	қаласа	кешке	29
алла	қаласа	бәрі	15
алла	қаласа	барамыз	17
алла	қаласа	келесі	23
алла	қаласа	емін	27
алла	жол	берсін	6
алла	жол	амандығын	5
алла	тіл	көзден	1
алла	ұзақ	ғұмыр	2
алла	қабыл	етсін	1
алла	денсаулық	берсін	2
алла	разы	болсы	33
алла	разы	болсын	1
алла	нәсіп	етсін	2
алла	нәсіп	етсе	12
алла	бұйыртса	екен	10
алла	бұйыртса	ертең	10
алла	сабыр	берсін	2
алла	сақтасын	!	4
алла	тыныштығын	берсін	1
алла	қуат	берсін	1
алла	алдынан	жарылқасын	1
алла	тағала	екі	11
алла	тағала	ұзақ	11
алла	разылығы	үшін	1
алла	берекесін	берсін	1
алла	жазасын	берсін	2
алла	амандығын	берсін	3
алла	амандығын	берсе	9
алла	жеңілдігін	берсін	1
алла	сәтін	салып	2
алла	абырой	берсін	1
алла	рахымына	алсын	2
тұр	ғой	жаным	11
тұр	екен	ғой	5
тұр	еді	ғой	6
тұр	тәтті	түстер	2
ас	болсын	!	7
ас	болсын	жан	25
ас	болсын	жаным	5
ас	болсын	ботам	27
ас	дәмді	болсын	1
ассалаумалейкум	жақсы	шүкір	4
ассалаумалейкум	қалай	жағдай	1
ассалаумалейкум	қалайсың	?	26
ассалаумалейкум	қалайсың	дар	10
ассалаумалейкум	қалайсың	брат	14
ассалаумалейкум	қалайсың	досым	15
ассалаумалейкум	қалайсың	бауырым	7
ассалаумалейкум	қалайсың	братан	10
ассалаумалейкум	қалайсың	тамыр	30
ассалаумалейкум	шүкір	жақсы	2
ассалаумалейкум	құтты	болсын	1
ассалаумалейкум	қайырлы	күн	8
ассалаумалейкум	қайырлы	таң	4
ассалаумалейкум	алла	разылығы	2
ассалаумалейкум	қалайсыз	?	13
ассалаумалейкум	қалайсыз	дар	7
ассалаумалейкум	қалайсыз	аға	14
ассалаумалейкум	қалайсыз	братан	15
ассалаумалейкум	қалайсыңдар	жігіттер	7
ассалаумалейкум	қалайсыңдар	амансыңдарма	7
ассалаумалейкум	брат	қалайсың	4
ассалаумалейкум	аға	қалайсыз	5
ассалаумалейкум	досым	қалайсың	2
ассалаумалейкум	бауырым	қалайсың	3
ассалаумалейкум	братан	қалайсың	5
ассалаумалейкум	қалыңыз	қалай	1
ассалаумалейкум	жігіттер	!	13
ассалаумалейкум	жігіттер	қалайсыңдар	4
ассалаумалейкум	жігіттер	қыздар	11
ассалаумалейкум	қалдарыңыз	қалай	1
ассалаумалейкум	рахматуллахи	баракатуһ	1
болады	деп	жатыр	9
болады	өзің	қалайсың	2
болады	екен	?	6
болады	екен	деп	11
болады	екен	ғой	9
болады	алла	қаласа	2
ай	болды	ғой	4
ай	ай	ай	2
ай	ортасына	жетпей	1
айт	құтты	болсын	1
айт	тез	айт	1
айт	қабыл	болсын	1
айт	мүбәрәк	болсын	1
айт	мерекесі	құтты	1
айтып	жатыр	деп	12
айтып	жатыр	ғой	9
айтып	жатыр	еді	10
айтып	тұр	ғой	4
айтып	жатырмын	ғой	3
айтып	едім	ғой	3
айтып	отырмын	ғой	3
айтып	жатқан	жоқпын	6
айтып	едің	ғой	1
айтып	тұрмын	ғой	2
айтып	жатқаным	ғой	2
жұмыс	қалай	?	5
жұмыс	қалай	болып	8
жұмыс	қалай	болды	17
жұмыс	қалай	жүріп	16
жұмыс	бар	биологиядан	6
жұмыс	керек	еді	5
жұмыс	болып	жатыр	4
жұмыс	істеп	жатыр	13
жұмыс	істеп	жатсың	10
жұмыс	істеп	ақша	18
жұмыс	істеп	жатырмын	11
жұмыс	істеп	жүр	17
жұмыс	істеп	жатқан	16
жұмыс	істеп	жүрген	17
жұмыс	істеп	жүрсің	16
жұмыс	жұмыс	деп	3
жұмыс	барма	?	4
жұмыс	қайда	?	2
жұмыс	жасап	жатыр	10
жұмыс	жасап	жатырмын	13
жұмыс	жасап	жатқан	15
жұмыс	бойынша	жазып	1
жұмыс	жасау	керек	3
жұмыс	істеу	керек	2
көп	болсын	!	2
көп	рахмет	!	4
көп	болып	кетті	7
көп	болды	ғой	4
көп	екен	ғой	3
көп	деген	жаным	1
көп	алла	разы	1
көп	көп	!	9
көп	көп	рахмет	7
көп	көп	алла	18
көп	көп	көп	16
көп	көп	рақмет	8
көп	рақмет	!	3
көп	рақмет	жаным	11
көп	жаса	!	13
көп	жаса	бақытты	3
көп	үлкен	өзі	1
көп	балалы	ана	9
көп	балалы	анамын	11
қалайсыз	құтты	болсын	1
қалайсыз	апай	?	3
қалайсыз	жаңа	жыл	5
қалайсыз	жаңа	жылыңызбен	4
қалайсыз	дар	?	4
қалайсыз	дар	амансыңдарма	14
қалайсыз	аға	?	3
қалайсыз	әпше	?	4
қалайсыз	әпше	жағдайыңыз	11
қалайсыз	жағдайыңыз	қалай	11
қалайсыз	жағдайыңыз	жақсыма	2
қалайсыз	денсаулығыңыз	қалай	5
қалайсыз	денсаулығыңыз	жақсыма	5
барып	алып	кетем	10
барып	кел	деп	7
барып	келген	соң	3
барып	алу	керек	1
барып	келем	деп	4
барып	көру	керек	1
барып	келу	керек	1
барып	келейін	деп	2
барып	қайту	керек	1
барып	қайтайық	деп	2
барып	келейік	деп	2
жар	болсын	!	4
жар	болсын	жаным	14
жарайды	жаным	менің	7
жарайды	жаным	қайырлы	10
жарайды	қайырлы	түн	1
жарайды	жарайды	жарайды	2
ертен	ерте	тұру	2
ертен	или	арғы	5
ау	жаным	?	11
ау	жаным	менің	5
ау	ау	ау	1
ау	айта	бер	2
аман	бол	!	6
аман	бол	жаным	12
аман	бол	ауырма	12
аман	болсын	деп	18
аман	болсын	!	3
аман	болсын	бақытты	17
аман	жүр	!	5
аман	есен	?	49
аман	есен	жақсы	38
аман	есен	бол	52
аман	есен	болсын	40
аман	есен	жаны	48
аман	есен	шүкір	43
аман	есен	өзің	25
аман	есен	барып	13
аман	есен	бәрі	52
аман	есен	кел	43
аман	есен	үйге	43
аман	есен	жүре	17
аман	есен	жүріп	29
аман	есен	өтіп	51
аман	есен	келсін	52
аман	есен	жазылып	31
аман	есен	жет	43
аман	есен	жетіп	11
аман	есен	болыңдар	46
аман	есен	өсіп	34
аман	есен	жете	41
аман	есен	бітіріп	52
аман	есен	өткізіп	26
аман	есен	келіңдер	52
аман	есен	жеттің	38
аман	есен	туып	51
аман	есен	өсе	52
аман	есен	босанып	14
аман	есен	елге	53
аман	есен	жеттік	43
аман	есен	жаның	40
аман	есен	жеттіңдер	45
аман	есен	ортамызда	53
аман	есен	жетіңдер	35
аман	болыңдар	!	4
аман	болыңдар	жандарым	8
аман	болыңыз	!	3
аман	болш	бауырым	1
аман	болыңыздар	!	1
аман	болайық	!	3
аман	есенба	?	1
аман	жұртымыз	тыныш	1
кеш	болып	кетті	5
кеш	болып	кетеді	10
кеш	болды	ғой	2
кеш	боп	кетті	5
кеш	жарық	!	4
кеш	жарық	қалайсың	19
кеш	жарық	болсын	13
кеш	жарық	жаным	35
кеш	жарық	қалайсыңдар	29
кеш	жарық	қыздар	17
кеш	жарық	баршаңызға	37
кеш	баршаңызға	!	2
кеш	жазғаныма	кешірім	4
кеш	мазалағаныма	кешірім	2
кеше	ұмытып	кетіппін	1
кеше	айттым	ғой	2
сәлеметсіз	қалыңыз	қалай	1
сәлеметсіз	дерме	?	12
сәлеметсіз	дерме	!	8
сәлеметсіз	дерме	қалдарыңыз	5
ақ	жол	жақсы	19
ақ	жол	!	7
ақ	жол	болсын	9
ақ	жол	аман	13
ақ	жол	тілеймін	14
ақша	жоқ	деп	9
ақша	жоқ	болып	14
ақша	жоқ	менде	14
ақша	жоқ	болса	17
ақша	жоқ	қой	12
ақша	керек	деп	18
ақша	керек	болып	5
ақша	керек	емес	16
ақша	керек	болса	16
ақша	керек	боп	13
ақша	керек	еді	16
ақша	керек	кезде	17
ақша	ақша	деп	3
ақша	барма	?	4
ақша	салып	жібер	10
ақша	сұрап	жатыр	5
ақша	болмай	жатыр	11
ақша	болмай	тұр	3
ақша	таппай	жатырмын	5
ақша	беру	керек	1
ақша	жинау	керек	1
ақша	төлеу	керек	1
ақша	жеткізе	алмай	1
боп	жатыр	?	8
боп	жатыр	екен	9
боп	тұр	ғой	5
боп	тұр	еді	11
боп	кетті	ғой	6
боп	қалды	?	6
боп	өсе	берсін	2
ах	ах	ах	2
аха	жақсы	рахмет	7
аха	қайырлы	түн	1
аха	алла	қаласа	2
аха	ас	болсын	1
аха	жарайды	рахмет	12
аха	жарайды	жаным	6
аха	жарайды	рақмет	9
аха	рақмет	жаным	6
қашан	болады	?	4
қашан	болады	екен	7
қашан	келеді	?	7
қашан	келеді	деп	10
қашан	келеді	екен	6
қашан	барамыз	?	4
қашан	дайын	болады	1
қашан	келесің	?	3
қашан	келесің	енді	17
қашан	келесің	ауылға	18
қашан	келесің	дер	13
қашан	шығасың	?	4
қашан	шығасың	дар	9
қашан	барасың	?	3
қашан	келесіз	?	2
қашан	қайтасың	?	3
қашан	келесіңдер	?	2
қашан	ұйықтайсың	?	1
қашан	шығасыңдар	?	1
қашан	келесіздер	?	1
қашан	қайтасыңдар	?	1
кешке	бір	жерге	5
кешке	салып	жіберемін	4
еді	ғой	деп	11
қанша	болып	жатыр	3
қанша	болып	тұр	9
қанша	болды	?	3
қанша	екен	?	3
қанша	болады	?	4
қанша	болады	екен	8
қанша	болады	бағасы	15
қанша	еді	?	2
қанша	күн	болды	6
қанша	уақыт	болды	6
қанша	күнде	келеді	3
қанша	жыл	болды	4
қанша	бағасы	?	1
қанша	уақытта	келеді	7
қанша	уақытта	дайын	9
қанша	теңге	?	7
қанша	тұрады	?	3
қанша	тұрады	екен	8
қанша	төлеу	керек	1
бала	бар	еді	8
бала	керек	емес	5
бала	қарап	отырмын	5
бала	шағаларың	қалай	13
бала	шағаларың	аман	11
бала	шағаларың	қызығын	16
бала	шағаларың	аманба	4
бала	шағам	бар	3
бала	шағасы	бар	3
бала	шағаның	қызығын	3
бала	шағаларыңның	қызығын	1
бәрі	жақсы	деп	29
бәрі	жақсы	болсын	14
бәрі	жақсы	шүкір	14
бәрі	жақсы	болып	19
бәрі	жақсы	болса	18
бәрі	жақсы	болады	5
бәрі	жақсы	аллаға	28
бәрі	бір	ғой	14
бәрі	бір	маған	15
бәрі	бір	емес	16
бәрі	бір	алланың	16
бәрі	аман	есен	2
бәрі	ұйықтап	жатыр	2
бәрі	жақсыма	?	2
бәрі	дұрыспа	?	2
бәрі	өзіндей	студенттер	1
барма	бар	болса	1
барма	бір	адам	2
барма	маған	жазыңдаршы	2
барма	екен	?	3
барма	екі	адам	2
барма	сенде	?	2
күш	көп	болсын	1
күш	қуат	берсін	2
күшті	мен	сені	1
күшті	болып	жатыр	11
күшті	болып	тұр	5
күшті	екен	!	12
күшті	екен	ғой	6
күшті	құтты	болсын	1
күшті	ас	болсын	1
күшті	боп	тұр	3
күшті	күшті	күшті	5
күшті	жер	екен	2
күшті	болар	еді	1
күшті	демалыс	болсын	4
күшті	демалыс	болып	11
күшті	демалыс	болды	11
күшті	жарасып	тұр	1
күн	қалайсың	дар	6
күн	болсын	!	3
күн	болды	ғой	7
күн	құтты	болсын	1
күн	қатты	ыстық	3
күн	жаман	ыстық	4
күн	өтіп	кетті	7
күн	өтіп	кеткен	8
күн	сәтті	болсын	3
күн	ыстық	деп	14
күн	ыстық	болып	10
күн	ыстық	қой	14
күн	баршаңызға	!	3
күн	баршаңызға	сәттілік	10
күн	жанып	тұр	3
күн	ысып	кетті	4
туған	күн	қалай	14
туған	күн	құтты	6
туған	күн	тойлап	17
туған	күні	!	25
туған	күні	ғой	31
туған	күні	екен	19
туған	күні	құтты	2
туған	күні	бүгін	43
туған	күні	қашан	39
туған	күні	еді	29
туған	күні	соған	37
туған	күнің	мен	35
туған	күнің	құтты	2
туған	күнің	қашан	19
туған	күнің	кұтты	13
туған	күніңмен	!	13
туған	күніңмен	жаным	19
туған	күніңмен	досым	45
туған	күніңмен	бауырым	33
туған	күніңмен	құттықтаймын	4
туған	күніңмен	деппа	15
туған	күніңмен	құттықтаймыз	36
туған	күніңмен	еркемай	22
туған	күнін	құтты	7
туған	күніңіз	құтты	1
туған	күніңізбен	!	10
туған	күніңізбен	құттықтаймын	3
туған	күндері	құтты	1
туған	күндерің	құтты	1
туған	күнімен	құттықтаймын	5
туған	күндеріңіз	құтты	1
туған	кунің	құтты	2
туған	күндеріңмен	!	5
туған	күндеріңмен	құттықтаймын	5
екі	адам	бар	7
екі	ай	болды	6
екі	күн	болды	8
екі	күн	бұрын	14
екі	үш	күн	7
екі	үш	рет	14
екі	үш	күнде	9
екі	үш	күнге	16
екі	үш	күннен	16
екі	жас	бақытты	2
екі	мың	теңге	7
екі	жыл	болды	7
екі	жыл	бұрын	7
екі	орын	бар	4
екі	күннен	кейін	6
екі	күннен	бері	5
екі	дүние	бақытын	2
екі	дүниенің	бақытын	3
екі	дүниенің	жақсылығын	10
екі	қабат	кезде	8
екі	қызыммен	қатты	1
екі	ойлы	болып	3
қазір	керек	болып	4
қазір	ақша	жоқ	6
қазір	ақша	болмай	5
қазір	тамақ	ішіп	3
қазір	сұрап	көрейін	3
қазір	болмай	тұр	1
ана	мен	бала	5
ана	ана	ана	1
ана	бақытын	тілеймін	2
қыз	қалайсың	?	2
қыз	бар	еді	7
қыз	болсын	!	3
қыз	керек	емес	6
қыз	болып	өсе	4
