token1	token2	weight
деп	звандады	113
деп	ойлағам	124
деп	жатсынба	75
деп	өкініп	114
деп	айтыпты	125
деп	айтыңызшы	101
деп	айтпайсың	125
деп	сөйлей	117
деп	айттын	125
деп	қоймайды	118
деп	айтпаймын	109
деп	сұрайды	122
деп	жургенде	116
деп	жазылған	120
деп	айтпадым	119
деп	айтпайды	116
деп	жазғам	117
деп	едіғой	106
деп	айттымғо	123
деп	айтпадың	128
деп	ойлама	122
деп	жазыпты	97
деп	жүрғо	99
деп	қоясың	124
деп	естіген	109
деп	отырсыз	123
деп	жатырғо	119
деп	жаздын	116
деп	айтама	127
деп	мақтап	101
деп	жазасың	116
деп	жалынып	125
деп	койсай	118
деп	айтпаған	113
деп	айттып	128
деп	жүрмесін	124
деп	жатырған	117
деп	айтсын	123
деп	жатырго	123
деп	жатырғой	120
деп	ойлайды	119
деп	едін	96
деп	ойласам	106
деп	қоямыз	94
деп	тұрсыз	128
деп	жазсаң	110
деп	ойлайтын	117
деп	айттыма	101
деп	отырсам	125
деп	тұрмыз	120
деп	едіңғо	114
деп	армандап	106
деп	жылайды	111
деп	жазсан	123
деп	жатсызба	122
деп	сұрағанда	125
деп	едімғо	126
деп	айтын	111
деп	сыйлап	128
деп	қақсап	126
деп	айтпайтын	122
деп	айттыңыз	128
деп	ойлайсын	126
деп	қорқытып	93
деп	жатсыңдарма	125
деп	оттап	128
деп	жазылады	122
деп	атсам	119
деп	едімғой	125
деп	мақтанып	121
деп	сызылып	121
деп	ойламадым	128
деп	айтушы	91
деп	едіңғой	118
деп	естігем	115
деп	қоймады	110
деп	отырғам	124
деп	ойладың	123
деп	шештім	105
деп	ойлайсыз	97
деп	қойады	105
деп	едімго	127
деп	қоймаған	126
деп	ойламаппын	125
деп	үміттеніп	104
деп	аталады	120
деп	жоспарлап	109
деп	ойламайсың	125
деп	ойламаймын	111
деп	ойлайсыңба	120
деп	есептей	104
деп	едіңізғой	128
деп	ойлағанмын	127
деп	атайды	117
деп	ойлаппын	120
деп	ойлайсыңдар	119
деп	аталатын	127
деп	үміттенемін	127
қала	?	124
қала	деп	15
қала	да	46
қала	бер	47
қала	берсін	45
қала	жақта	26
қала	дан	41
қала	жаққа	42
қала	беред	23
қала	береді	41
қала	ішінде	20
қала	берет	44
қала	беретін	51
қала	бересің	40
қала	жаздадым	45
қалай	?	39
қалай	мен	9
қалай	жақсы	75
қалай	деп	23
қалай	!	73
қалай	қалай	68
қалай	сен	64
қалай	жоқ	96
қалай	бар	97
қалай	рахмет	75
қалай	жан	95
қалай	жаным	107
қалай	бір	68
қалай	енді	101
қалай	ол	88
қалай	өзі	71
қалай	өзің	87
қалай	неге	77
қалай	маған	105
қалай	алып	100
қалай	болып	81
қалай	сәлем	38
қалай	болды	100
қалай	екен	41
қалай	осы	39
қалай	ертең	107
қалай	мені	108
қалай	менің	107
қалай	істеп	103
қалай	мама	99
қалай	құтты	100
қалай	қайырлы	105
қалай	адам	108
қалай	саған	107
қалай	бүгін	106
қалай	болса	100
қалай	дұрыс	82
қалай	болад	94
қалай	болады	74
қалай	айтып	36
қалай	жұмыс	103
қалай	барып	71
қалай	аман	68
қалай	ақша	64
қалай	боп	80
қалай	қашан	72
қалай	еді	107
қалай	бала	82
қалай	бәрі	84
қалай	күшті	79
қалай	күн	88
қалай	туған	102
қалай	кетті	100
қалай	келе	57
қалай	үй	96
қалай	бара	85
қалай	біз	96
қалай	шығып	106
қалай	жазып	99
қалай	қайда	89
қалай	сенің	105
қалай	кетіп	96
қалай	барам	90
қалай	апай	79
қалай	қыздар	94
қалай	жүр	78
қалай	ауырып	95
қалай	тез	96
қалай	көріп	79
қалай	ғана	106
қалай	брат	97
қалай	жауап	99
қалай	ұйықтап	91
қалай	айтам	81
қалай	қарап	81
қалай	аға	106
қалай	әдемі	102
қалай	тауып	103
қалай	тыныш	94
қалай	бізде	103
қалай	дос	103
қалай	досым	106
қалай	заказ	94
қалай	келеді	73
қалай	болама	106
қалай	өмір	104
қалай	алам	84
қалай	кіріп	87
қалай	сөйлесіп	98
қалай	тастап	102
қалай	балдар	100
қалай	барамыз	104
қалай	жағдай	103
қалай	бауырым	15
қалай	братан	96
қалай	болар	105
қалай	дем	60
қалай	демалыс	91
қалай	қалың	98
қалай	қалыңыз	108
қалай	шығарып	106
қалай	тәте	107
қалай	жүріп	84
қалай	береді	80
қалай	демалып	108
қалай	балам	49
қалай	өтіп	100
қалай	денсаулық	44
қалай	біліп	76
қалай	жүрсің	103
қалай	болат	101
қалай	жазам	92
қалай	жалпы	100
қалай	жақсыма	95
қалай	жіберем	37
қалай	амансыңба	99
қалай	екенін	91
қалай	болсада	91
қалай	балалар	96
қалай	барады	99
қалай	былай	104
қалай	қалдарың	81
қалай	аласың	91
қалай	амансыңдар	108
қалай	амансыңдарма	83
қалай	алады	92
қалай	қалдарыңыз	91
қалай	аламыз	102
қалай	алсам	82
қалай	өсіп	85
қалай	айтсам	62
қалай	барасың	89
қалай	аламын	108
қалай	қарсы	97
қалай	қыдырып	100
қалай	жасау	90
қалай	алуға	106
қалай	болдың	73
қалай	ғашық	75
қалай	түседі	105
қалай	жағдайы	108
қалай	жағдайың	99
қалай	жүреді	65
қалай	жүрем	106
қалай	жеттің	101
қалай	кірем	84
қалай	жасайды	107
қалай	істейді	82
қалай	істедің	92
қалай	жағдайыңыз	104
қалай	көруге	66
қалай	шыдап	105
қалай	денсаулығыңыз	81
қалай	ойлайсың	95
қалай	жасаймыз	57
қалай	әсер	108
қалай	болғанын	108
қалай	ыңғайлы	106
қалай	қарайды	86
қалай	алсақ	106
қалай	тәуір	101
қалай	қарайсың	107
қалай	жағдайларың	52
қалай	жеттіңдер	83
қалай	кіреді	84
қалай	төлеймін	102
қалай	болатынын	101
қалай	болдыңыз	99
қалай	ойнайды	96
қалай	табуға	102
қалай	жағдайларыңыз	105
қалай	ашады	96
қалай	білеміз	100
қалай	білуге	105
қалай	ойлайсын	93
қалай	ұйықтадың	103
қалай	түсінуге	81
қалай	қарайсыз	95
қалай	демалдың	76
қалай	ойлайсыз	84
қалай	өтуде	87
қалай	аталады	80
қалай	кетіруге	92
қалай	қарайсыңдар	104
қалай	қарайсыздар	98
қалай	демалдыңыз	100
қалайсың	?	107
қалайсың	мен	11
қалайсың	жақсы	72
қалайсың	деп	62
қалайсың	!	79
қалайсың	қалай	82
қалайсың	қалайсың	84
қалайсың	сен	64
қалайсың	жоқ	97
қалайсың	рахмет	100
қалайсың	жан	80
қалайсың	жаным	90
қалайсың	шүкір	19
қалайсың	бір	89
қалайсың	енді	117
қалайсың	өзің	109
қалайсың	да	79
қалайсың	неге	105
қалайсың	маған	98
қалайсың	сәлем	94
қалайсың	осы	103
қалайсың	менде	106
қалайсың	ертең	110
қалайсың	мені	92
қалайсың	менің	118
қалайсың	кім	104
қалайсың	как	114
қалайсың	мама	118
қалайсың	құтты	113
қалайсың	қайырлы	85
қалайсың	бүгін	76
қалайсың	болса	88
қалайсың	жұмыс	111
қалайсың	ертен	91
қалайсың	аман	114
қалайсың	кеш	87
қалайсың	кеше	111
қалайсың	ақ	102
қалайсың	ақша	114
қалайсың	қашан	107
қалайсың	кешке	108
қалайсың	қанша	109
қалайсың	бала	107
қалайсың	бәрі	96
қалайсың	күшті	109
қалайсың	туған	117
қалайсың	қыз	86
қалайсың	рақмет	74
қалайсың	үй	95
қалайсың	үйде	97
қалайсың	біз	113
қалайсың	қайда	112
қалайсың	сенде	102
қалайсың	қыздар	113
қалайсың	мынау	115
қалайсың	жаңа	118
қалайсың	әумин	109
қалайсың	дар	113
қалайсың	қызым	16
қалайсың	брат	81
қалайсың	аға	58
қалайсың	қайдасың	118
қалайсың	дос	88
қалайсың	жүрегім	102
қалайсың	досым	110
қалайсың	туылған	43
қалайсың	жұмысқа	97
қалайсың	ауылға	112
қалайсың	балдар	116
қалайсың	жағдай	94
қалайсың	бауырым	95
қалайсың	братан	26
қалайсың	ботам	49
қалайсың	демалыс	78
қалайсың	қалың	118
қалайсың	балам	111
қалайсың	денсаулық	75
қалайсың	арай	69
қалайсың	жалпы	118
қалайсың	амансың	100
қалайсың	амансыңба	105
қалайсың	жүрек	42
қалайсың	көрші	113
қалайсың	амансыңдар	115
қалайсың	амансыңдарма	111
қалайсың	тамыр	96
қалайсың	бөле	79
қалайсың	сұлу	99
қалайсың	мөлдір	83
қалайсың	айгерім	116
қалайсың	красавица	113
қалайсың	нағашы	103
қалайсың	братишка	103
қалайсың	танысуға	98
қалайсың	жиен	88
қалайсың	жағдайың	109
қалайсың	құрдас	67
қалайсың	денсаулығың	90
қалайсың	досты	110
қалайсың	қарындасым	105
қалайсың	танысайық	109
қалайсың	жақсысың	112
қалайсың	құдаша	105
қалайсың	сұлуым	112
қалайсың	сақтай	107
қалайсың	жақсысыңба	109
қалайсың	арын	110
сен	?	61
сен	мен	46
сен	жақ	41
сен	жақсы	114
сен	де	59
сен	деп	42
сен	!	59
сен	қалай	105
сен	қалайсың	66
сен	сен	95
сен	жоқ	61
сен	бар	71
сен	бол	70
сен	керек	115
сен	ғой	85
сен	жан	64
сен	жаным	107
сен	бір	95
сен	ен	63
сен	енді	109
сен	ол	69
сен	өзі	66
сен	өзің	81
сен	да	47
сен	неге	94
сен	маған	39
сен	ал	26
сен	алып	102
сен	болып	72
сен	сәл	102
сен	болды	117
сен	екен	114
сен	осы	107
сен	менде	58
сен	ерте	92
сен	ертең	92
сен	мені	76
сен	менің	28
сен	деген	38
сен	емес	84
сен	істеп	58
сен	кім	98
сен	сені	80
сен	как	113
сен	мама	107
сен	адам	112
сен	или	87
сен	саған	101
сен	бүгін	111
сен	болса	74
сен	дұрыс	116
сен	айт	88
сен	айтып	72
сен	жұмыс	73
сен	көп	85
сен	барып	84
сен	ертен	83
сен	ау	83
сен	аман	113
сен	кеш	56
сен	кеше	106
сен	ақ	73
сен	ақша	86
сен	боп	90
сен	қашан	114
сен	кешке	48
сен	қанша	94
сен	бала	81
сен	бәрі	83
сен	күшті	112
сен	туған	96
сен	екі	105
сен	қаз	95
сен	қазір	117
сен	ана	87
сен	қыз	74
сен	үшін	67
сен	кет	31
сен	кел	111
сен	келіп	83
сен	келе	89
сен	қандай	79
сен	басқа	74
сен	үй	74
сен	үйде	107
сен	солай	88
сен	бара	73
сен	біз	92
сен	шығып	106
сен	жаз	90
сен	жазып	102
сен	қайда	80
сен	бірақ	63
сен	бер	100
сен	қатты	105
сен	қой	89
сен	кетіп	114
сен	ала	83
сен	салып	96
сен	үйге	112
сен	ішіп	91
сен	жаман	101
сен	барам	86
сен	тамақ	110
сен	ап	97
сен	бұл	113
сен	кеп	99
сен	сіз	105
сен	анау	107
сен	сұрап	91
сен	он	92
сен	жаңа	115
сен	бақытты	101
сен	еш	96
сен	ештеңе	114
сен	ауырып	97
сен	сияқты	103
сен	тез	38
сен	айта	96
сен	дей	89
сен	болған	106
сен	беріп	117
сен	жас	113
сен	жасап	117
сен	көріп	106
сен	ғана	109
сен	мал	64
сен	неше	97
сен	жауап	86
сен	видео	83
сен	ұйықтап	109
сен	негізі	86
сен	телефон	83
сен	қара	104
сен	қарап	116
сен	машина	106
сен	сондай	109
сен	әдемі	83
сен	еще	99
сен	тауып	111
сен	до	99
сен	жай	117
сен	соған	103
сен	осылай	95
сен	келген	92
сен	жібер	87
сен	жіберші	87
сен	тыныш	81
сен	қайдасың	101
сен	кеткен	43
сен	дос	102
сен	жүре	111
сен	ойнап	115
сен	жүрген	102
сен	заказ	115
сен	келеді	108
сен	үлкен	110
сен	бәрін	112
сен	дым	93
сен	бос	102
сен	керемет	96
сен	әңгіме	101
сен	жеп	117
сен	оған	117
сен	күтіп	70
сен	вообще	109
сен	алп	78
сен	осындай	104
сен	жұмысқа	106
сен	азанда	93
сен	бірінші	113
сен	бізді	58
сен	біздің	104
сен	олай	91
сен	кір	80
сен	кіріп	117
сен	жана	105
сен	сөйлесіп	104
сен	ауыл	105
сен	ауылға	114
сен	алдын	92
сен	алдында	99
сен	қайта	88
сен	жақта	100
сен	тастап	83
сен	түнде	99
сен	жатып	106
сен	али	114
сен	нешеде	102
сен	аш	74
сен	ашып	114
сен	менен	117
сен	күнде	64
сен	ещё	103
сен	ойлап	117
сен	өте	92
сен	ұмытып	84
сен	жұмыста	116
сен	звандап	97
сен	өтірік	98
сен	кете	100
сен	кетем	113
сен	оның	115
сен	екеуміз	86
сен	айтты	106
сен	шаршап	103
сен	ең	110
сен	сөз	95
сен	ауылда	113
сен	осыны	97
сен	алған	106
сен	дайын	111
сен	берген	108
сен	жаққа	86
сен	жігіт	74
сен	оқып	114
сен	қалаға	112
сен	жаза	100
сен	бізге	97
сен	және	95
сен	баста	103
сен	бастап	99
сен	кішкентай	105
сен	қазақ	110
сен	келем	108
сен	жылап	84
сен	баратын	113
сен	жібере	107
сен	әр	117
сен	даже	116
сен	келесі	99
сен	айтшы	118
сен	келесің	86
сен	қазақша	87
сен	тойға	112
сен	біліп	108
сен	кішкене	112
сен	жүрсің	111
сен	сатып	101
сен	келгенде	110
сен	айтқан	78
сен	айтсай	78
сен	қоя	83
сен	іздеп	116
сен	бағана	117
сен	ренжіп	100
сен	бірдеңе	96
сен	айтпа	109
сен	ертерек	113
сен	далада	109
сен	қалып	110
сен	айфон	116
сен	ұл	115
сен	мықты	114
сен	жалпы	101
сен	кімге	101
сен	жұмыстан	103
сен	быр	102
сен	қайтып	112
сен	өткенде	115
сен	жалғыз	104
сен	всегда	91
сен	атын	100
сен	келп	114
сен	казір	116
сен	жайлы	116
сен	бұрын	88
сен	ешкімге	111
сен	таза	106
сен	кіммен	101
сен	былай	89
сен	жынды	106
сен	мынаны	113
сен	кайдан	111
сен	өзін	89
сен	емеспа	91
сен	далаға	82
сен	өзіңе	112
сен	шығасың	88
сен	барған	100
сен	қалада	109
сен	бәрібір	106
сен	намаз	103
сен	соның	102
сен	адамды	117
сен	ренжіме	115
сен	келетін	102
сен	шық	108
сен	екенсің	113
сен	едің	111
сен	кәзір	112
сен	мектепке	115
сен	жақтан	117
сен	келдің	100
сен	келмей	97
сен	өзіңде	114
сен	дегенде	116
сен	кімнің	105
сен	алматыға	113
сен	менім	104
сен	менімен	101
сен	админ	77
сен	болсаң	117
сен	оз	77
сен	бөлек	105
сен	білесің	110
сен	сұлу	83
сен	жата	96
сен	бәріне	117
сен	нені	117
сен	фота	116
сен	алдың	115
сен	басында	109
сен	көрген	116
сен	барасың	117
сен	қатын	84
сен	екеуің	106
сен	қарсы	114
сен	болғанда	105
сен	жазған	110
сен	жазба	98
сен	жазбай	116
сен	барғо	105
сен	қасымда	113
сен	айтпай	102
сен	боласың	108
сен	еркек	116
сен	қаншада	113
сен	өзіңді	102
сен	жіберген	88
сен	алдап	92
сен	болдың	110
сен	дұрыстап	114
сен	алматыда	116
сен	арқылы	107
сен	дер	112
сен	болсан	95
сен	қыздың	83
сен	кімді	117
сен	астанаға	95
сен	неғып	115
сен	шықтың	104
сен	айтасың	97
сен	шығарсың	110
сен	есіме	115
сен	ғашық	103
сен	адал	113
сен	біреуге	116
сен	нешінші	114
сен	немен	98
сен	қаншаға	103
сен	ешқашан	113
сен	кімсің	112
сен	машинамен	52
сен	калада	116
сен	жазшы	117
сен	астанада	112
сен	кетесің	116
сен	орысша	116
сен	ерекше	115
сен	оларды	116
сен	біреуді	110
сен	басқаша	116
сен	оларға	113
сен	әдейі	111
сен	айттың	114
сен	жоқсың	89
сен	барасын	87
сен	бардың	101
сен	барда	114
сен	келгенше	90
сен	айтсаң	84
сен	сұраған	82
сен	үйіңе	112
сен	тұрғанда	117
сен	жұмыстасың	105
сен	кеткенде	101
сен	үйдесің	110
сен	біреумен	101
сен	секілді	113
сен	емессің	89
сен	келсең	110
сен	кінәлі	89
сен	келгесін	101
сен	білетін	104
сен	жаздың	117
сен	айтсан	107
сен	үнемі	85
сен	келсей	118
сен	менікін	114
сен	жанымда	107
сен	бізбен	113
сен	айтасын	114
сен	кімен	116
сен	барсаң	117
сен	келесіңба	97
сен	бердің	112
сен	келсен	118
сен	барсын	94
сен	барасыңба	98
сен	керексің	107
сен	жоқта	84
сен	кетсең	102
сен	айтқанда	104
сен	кетсен	117
сен	болмасаң	103
сен	айттын	78
сен	бармайсың	101
сен	барасынба	109
сен	лагерге	112
сен	екеніңді	116
сен	қуасың	107
сен	барсан	108
сен	нешесі	101
сен	шықсаң	115
сен	білесіңба	109
сен	нешедесің	116
сен	ауылдасың	114
сен	жазғанда	110
сен	әдемісің	104
сен	айтқандай	104
сен	барсың	99
сен	білмейсің	89
сен	жоқсын	108
сен	жазсаң	113
сен	қызсың	113
сен	дарабоз	105
сен	жазсан	106
сен	ұнайсың	115
сен	айтын	113
сен	сұрама	117
сен	кеткеннен	113
сен	сұрағалы	115
сен	түгілі	68
сен	болмасан	116
сен	айтпасаң	88
сен	қаладасың	105
сен	түсінбейсің	116
сен	айтпасан	110
сен	кеткелі	111
сен	кімсін	108
сен	келмесең	94
сен	бармасаң	117
сен	ауылдасын	107
сен	мықтысың	117
сен	ойлағандай	90
сен	бармасан	95
сен	барсн	113
сен	арайдан	116
сен	кінәлісің	99
жоқ	?	108
жоқ	мен	72
жоқ	жақсы	38
жоқ	де	79
жоқ	деп	96
жоқ	!	27
жоқ	қалай	58
жоқ	сен	95
жоқ	жоқ	56
жоқ	бар	31
жоқ	бол	88
жоқ	болсын	94
жоқ	рахмет	105
жоқ	керек	69
жоқ	ғой	62
жоқ	жан	83
жоқ	жаным	79
жоқ	шүкір	53
жоқ	бір	111
жоқ	енді	70
жоқ	ол	47
жоқ	өзі	44
жоқ	өзің	89
жоқ	да	84
жоқ	неге	111
жоқ	маған	73
жоқ	ал	68
жоқ	алып	101
жоқ	болып	96
жоқ	аа	29
жоқ	болды	112
жоқ	екен	66
жоқ	осы	33
жоқ	менде	79
жоқ	ерте	47
жоқ	ертең	114
жоқ	мені	66
жоқ	менің	94
жоқ	деген	78
жоқ	емес	64
жоқ	кім	88
жоқ	сені	98
жоқ	мама	88
жоқ	адам	83
жоқ	или	75
жоқ	саған	106
жоқ	бүгін	73
жоқ	болса	69
жоқ	дұрыс	40
жоқ	алла	100
жоқ	болад	108
жоқ	болады	113
жоқ	айтып	91
жоқ	жұмыс	113
жоқ	көп	84
жоқ	барып	102
жоқ	ертен	108
жоқ	ау	89
жоқ	аман	70
жоқ	кеше	115
жоқ	ақша	81
жоқ	боп	78
жоқ	қашан	42
жоқ	кешке	113
жоқ	еді	89
жоқ	қанша	59
жоқ	бала	116
жоқ	бәрі	99
жоқ	күшті	72
жоқ	күн	105
жоқ	екі	103
жоқ	қаз	94
жоқ	қазір	106
жоқ	ана	73
жоқ	қыз	96
жоқ	рақмет	99
жоқ	келе	101
жоқ	қандай	108
жоқ	басқа	111
жоқ	үй	73
жоқ	үйде	107
жоқ	солай	65
жоқ	бара	112
жоқ	біз	91
жоқ	кезде	85
жоқ	шығып	67
жоқ	қайда	105
жоқ	бірақ	109
жоқ	сенің	72
жоқ	қатты	90
жоқ	қой	102
жоқ	кетіп	28
жоқ	ала	99
жоқ	үйге	112
жоқ	өзіңіз	94
жоқ	жаман	110
жоқ	тамақ	99
жоқ	апа	99
жоқ	апай	111
жоқ	бұл	100
жоқ	сенде	74
жоқ	едім	88
жоқ	сіз	97
жоқ	папа	93
жоқ	кейін	103
жоқ	қыздар	115
жоқ	мынау	107
жоқ	анау	112
жоқ	сұрап	99
жоқ	жаңа	112
жоқ	еш	99
жоқ	ештеңе	106
жоқ	ауырып	79
жоқ	сияқты	103
жоқ	айта	62
жоқ	дей	103
жоқ	болған	94
жоқ	қызым	77
жоқ	мал	112
жоқ	брат	113
жоқ	су	92
жоқ	ұйықтап	107
жоқ	негізі	103
жоқ	телефон	81
жоқ	машина	106
жоқ	бірге	107
жоқ	жерде	115
жоқ	аға	92
жоқ	әдемі	113
жоқ	жай	104
жоқ	ешкім	88
жоқ	соған	83
жоқ	білмеймін	106
жоқ	келген	108
жоқ	дейді	94
жоқ	такси	65
жоқ	тыныш	111
жоқ	ата	73
жоқ	бізде	116
жоқ	дос	85
жоқ	досым	108
жоқ	ойнап	96
жоқ	үлкен	107
жоқ	бәрін	114
жоқ	дым	108
жоқ	десе	97
жоқ	десем	89
жоқ	бос	85
жоқ	болам	108
жоқ	әңгіме	114
жоқ	оған	109
жоқ	күтіп	82
жоқ	вообще	108
жоқ	болмай	87
жоқ	шай	113
жоқ	жұмысқа	115
жоқ	азанда	107
жоқ	бірінші	109
жоқ	біздің	102
жоқ	олай	108
жоқ	жана	73
жоқ	ауылға	115
жоқ	алдында	109
жоқ	жерге	113
жоқ	олар	102
жоқ	қайта	88
жоқ	түнде	108
жоқ	али	108
жоқ	уақыт	101
жоқ	содан	114
жоқ	менен	115
жоқ	күнде	113
жоқ	бауырым	114
жоқ	братан	110
жоқ	болар	106
жоқ	өздері	113
жоқ	деді	114
жоқ	жұмыста	79
жоқ	өтірік	94
жоқ	оның	104
жоқ	ботам	90
жоқ	шаршап	97
жоқ	демалыс	106
жоқ	ауылда	110
жоқ	алған	93
жоқ	болмайды	114
жоқ	біреу	84
жоқ	жігіт	111
жоқ	қалаға	115
жоқ	бізге	112
жоқ	тәте	112
жоқ	қол	114
жоқ	келесі	113
жоқ	ыстық	108
жоқ	адамдар	113
жоқ	болатын	110
жоқ	сатып	111
жоқ	айтқан	116
жоқ	қоя	115
жоқ	бағана	109
жоқ	далада	109
жоқ	дедім	107
жоқ	жалпы	75
жоқ	қайтып	99
жоқ	жалғыз	115
жоқ	менікі	111
жоқ	екенін	110
жоқ	болсада	85
жоқ	ешкімге	90
жоқ	қылып	114
жоқ	ішім	102
жоқ	былай	114
жоқ	әлде	111
жоқ	жерден	96
жоқ	ағам	95
жоқ	кәз	115
жоқ	жәй	114
жоқ	барған	102
жоқ	конечно	111
жоқ	қалада	114
жоқ	бәрібір	107
жоқ	таппай	116
жоқ	ренжіме	114
жоқ	әрине	97
жоқ	кәзір	109
жоқ	өзіңде	104
жоқ	дегенде	69
жоқ	құрсын	93
жоқ	болсаң	98
жоқ	десең	110
жоқ	өзіміз	99
жоқ	қатын	111
жоқ	болсам	115
жоқ	болғанда	102
жоқ	қасымда	111
жоқ	десен	111
жоқ	болдың	113
жоқ	алмадым	99
жоқ	дегенді	112
жоқ	ешқандай	113
жоқ	дегенге	107
жоқ	боса	111
жоқ	бармаймын	102
жоқ	дедің	94
жоқ	үйдемін	107
жоқ	деш	102
жоқ	дейсің	112
жоқ	келмеді	103
жоқ	қайдағы	89
жоқ	десей	111
жоқ	болғасын	103
жоқ	мүлдем	98
жоқ	деме	112
жоқ	дисің	101
жоқ	екенғо	108
жоқ	нәрсені	109
жоқ	көрмедім	113
жоқ	әзірге	112
жоқ	бармадым	109
жоқ	түспеді	105
жоқ	ренжімеймін	115
жоқ	өлсемде	113
бар	?	110
бар	мен	28
бар	жақсы	62
бар	де	86
бар	деп	101
бар	!	25
бар	қалай	69
бар	сен	111
бар	жоқ	80
бар	бар	94
бар	бол	64
бар	болсын	89
бар	керек	88
бар	ғой	89
бар	жан	28
бар	жаным	100
бар	шүкір	92
бар	бір	88
бар	енді	73
бар	ол	69
бар	өзі	57
бар	өзің	91
бар	да	106
бар	неге	73
бар	маған	92
бар	ал	86
бар	алып	94
бар	болып	91
бар	болды	88
бар	екен	96
бар	осы	18
бар	менде	82
бар	ертең	59
бар	мені	88
бар	менің	105
бар	деген	78
бар	емес	61
бар	кім	66
бар	сені	86
бар	мама	111
бар	адам	106
бар	или	68
бар	саған	96
бар	бүгін	89
бар	болса	103
бар	алла	26
бар	айтып	110
бар	жұмыс	106
бар	көп	98
бар	барып	108
бар	ертен	108
бар	ау	99
бар	кеше	71
бар	ақ	105
бар	ақша	113
бар	боп	94
бар	кешке	101
бар	еді	104
бар	қанша	20
бар	бала	109
бар	бәрі	91
бар	күшті	99
бар	екі	109
бар	қазір	91
бар	ана	93
бар	қыз	100
бар	кет	94
бар	келе	109
бар	басқа	114
бар	үй	90
бар	үйде	110
бар	солай	55
бар	біз	78
бар	кезде	107
бар	бірақ	61
бар	сенің	62
бар	аллаға	95
бар	ала	101
бар	үйге	98
бар	тамақ	110
бар	бұл	112
бар	сенде	96
бар	если	83
бар	қыздар	86
бар	анау	101
бар	жаңа	99
бар	бақытты	114
бар	сияқты	102
бар	тез	67
бар	айта	113
бар	дей	110
бар	болған	113
бар	брат	95
бар	неше	113
бар	су	115
бар	негізі	111
бар	машина	89
бар	сондай	105
бар	жер	102
бар	жерде	105
бар	сағат	83
бар	еще	104
бар	соған	92
бар	дейді	71
бар	такси	69
бар	бізде	106
бар	үлкен	96
бар	бәрін	112
бар	десе	102
бар	десем	95
бар	оған	89
бар	осындай	100
бар	алам	111
бар	біздің	102
бар	жерге	114
бар	олар	93
бар	содан	100
бар	балдар	88
бар	ещё	114
бар	деді	97
бар	оның	83
бар	ауылда	85
бар	біреу	99
бар	жігіт	113
бар	брак	105
бар	және	89
бар	кішкентай	109
бар	нәрсе	114
бар	әр	114
бар	адамдар	114
бар	болу	93
бар	кішкене	93
бар	ет	113
бар	бірде	87
бар	олда	103
бар	жігіттер	103
бар	дедім	113
бар	жалпы	93
бар	зат	109
бар	быр	114
бар	бағасы	112
бар	екені	110
бар	екенін	104
бар	болсада	57
бар	алатын	89
бар	емеспа	110
бар	ішінде	62
бар	соның	96
бар	адамды	89
бар	ақшаны	112
бар	сонша	104
бар	екенсің	106
бар	дегенде	108
бар	қасында	113
бар	әйтеуір	109
бар	болсаң	113
бар	адамға	110
бар	дима	109
бар	десең	112
бар	сонымен	112
бар	болғанда	106
бар	төлеп	115
бар	қасымда	116
бар	жақсылық	85
бар	жақсылықты	96
бар	таныс	29
бар	дегенге	113
бар	біреуі	113
бар	боса	115
бар	өзінің	84
бар	ақшам	114
бар	дедің	109
бар	деш	108
бар	кезінде	114
бар	дейсің	113
бар	десей	111
бар	мекен	109
бар	қасыңда	72
бар	соларды	74
бар	дегендей	99
бар	екенғо	93
бар	ойым	75
бар	болғаны	96
бар	нәрсені	79
бар	емеспе	114
бар	ақшамды	93
бар	вип	106
бар	едіғо	112
бар	екенғой	77
бар	екенің	88
бар	жазамыз	103
бар	едіғой	104
бар	жақсылығын	84
бар	хабарласыңыздар	82
бар	етін	91
бар	едіго	115
бар	жоғы	96
бар	едігой	91
бар	тұғын	108
бар	екеніне	104
бар	жоғын	115
бар	жақсыны	100
бар	жақсыға	99
бар	биологиядан	105
бар	парақша	92
бар	сызықтық	103
бол	?	96
бол	мен	66
бол	жақсы	53
бол	деп	60
бол	!	32
бол	қалайсың	14
бол	сен	75
бол	бар	72
бол	бол	66
бол	рахмет	32
бол	жаным	64
бол	шүкір	18
бол	енді	51
бол	маған	53
бол	деген	61
бол	алла	62
бол	аман	73
бол	бақытты	59
бол	тез	71
бол	досым	37
бол	бауырым	72
бол	ботам	59
бол	балам	74
бол	ауырма	73
бол	айналайын	17
болсы	!	72
болсын	?	3
болсын	мен	85
болсын	жақсы	81
болсын	деп	65
болсын	!	43
болсын	қалайсың	8
болсын	сен	113
болсын	бар	106
болсын	болсын	80
болсын	рахмет	90
болсын	жан	85
болсын	жаны	81
болсын	жаным	73
болсын	бір	18
болсын	енді	93
болсын	маған	82
болсын	ал	101
болсын	алып	106
болсын	сәлем	112
болсын	осы	107
болсын	менде	103
болсын	менің	107
болсын	деген	106
болсын	кім	90
болсын	мама	112
болсын	құтты	108
болсын	қайырлы	85
болсын	саған	113
болсын	алла	78
болсын	ас	59
болсын	айтып	111
болсын	көп	89
болсын	аман	114
болсын	ақ	46
болсын	бала	83
болсын	бәрі	87
болсын	күшті	98
болсын	туған	95
болсын	екі	54
болсын	қыз	88
болсын	басқа	111
болсын	біз	113
